#,Name,Instruction #1,Instruction #2,Instruction #3,Less Emotion,More Emotion,Happiness Domain,From Feelings (A),North Star (A),Parent Lineage,From Feelings (Final),To Feelings (Final),Specific Lineage,Time Required,Immediate?,Context
730,Move Mindfully,"Choose a day when you can spend at least 20 minutes going on a walk or run through a quiet area. (If you’re feeling stressed, you might want to take five minutes before you start so you can release any stress or attachments related to what happened earlier in the day.) ","Set the intention to deeply listen to your body for the next 20 minutes. To move mindfully, shed all technology and distractions—turn off your phone, and ditch your headphones, smart watch, etc. The goal of the activity isn’t to work out or finish quickly, but rather to stay present by focusing on two important questions: “How am I breathing?” and “Where am I looking?” ","Notice the feedback your breath gives you. Do you need to slow down, or can you pick up the pace? Focus on breathing through your nose as much as you can, and keep your gaze soft and wide to take in everything around you. After your mindful movement, take another 5 minutes to cool down and slow your breath before continuing with your day.",Anxiety,Contentment,body,"Stressed, Frustrated, Worried, Lonely, Sad",Centered,,stressed,balanced,,1200,Yes,Alone
731,Stretch Mindfully,Find a quiet and peaceful spot where you can spend at least five minutes stretching.,"Stretch your body in ways that feel comfortable to you. Notice the physical sensations in your body as you repeat the stretches, and focus on how they make you feel.","Once you’ve repeated the stretches on both sides of your body, experiment with new stretches. Notice which bring you comfort and discomfort, and how different sides or parts of your body or body parts react to stretches.",Anxiety,Contentment,body,"Stressed, Frustrated, Worried, Lonely, Sad",Centered,,stressed,balanced,,600,Yes,Alone
732,Laugh Mindfully,"Spend some time with someone you know will make you laugh, or rewatch one of your favorite comedies shows or films.","Allow yourself to laugh, openly and expressively—without fear of judgment. Own it!",Notice the physical sensations that laughter brings you. Where do you feel the laughter? Does your belly contract? Do your cheeks warm? Enjoy all of the sensations that pass through your body with each laugh. ,Anxiety,Amusement,body,"Stressed, Bored, self_critical, Lonely, Sad",Giddy,,stressed,joyful,,300,No,Alone
733,Bathe Mindfully,"Set aside at least ten minutes to enjoy a bath (or shower!). Consider setting a relaxing mood for yourself by dimming the lights or lighting candles, or playing soothing music. Gather your favorite toiletries, such as bath soap, bubble bath, scrub, or salts.","Notice how bathing engages your senses. How does the water feel on your skin? Close your eyes and take in the scent of your soaps. Watch the water run over your skin, or watch ripples of water collect in your tub. Scan your body for any tense muscles and your mind for any stuck thoughts. Let everything relax. ","Allow yourself to remain for longer than you might typically spend bathing, enjoying the moment and the sensations before you continue with your day. ",Anxiety,Contentment,body,"Stressed, Frustrated, Worried, Lonely, Sad",Calm,,stressed,relaxed,,1200,No,Alone
734,Envision Life as a Winding Path,"Find a quiet place where you can relax and think, uninterrupted, for a few minutes. ","Think about a few of the goals you may have for your future—and then, let your mind wander to some examples of how those future plans may go off course. ","Having thought of your future being changed by things within—and outside of—your control, make peace with the possibility that life isn’t a straight line. Feel open to change and unexpected surprises. ",Anxiety,Excitement,meaning,"Stressed, Frustrated, Worried, Lonely, Sad",Illuminated,,worried,inspired,,600,Yes,Alone
735,Roadmap a Hobby,Think of a hobby that you have that brings you joy and inspiration—from taking long walks to baking bread.,"Remember how you started off doing this hobby. What piqued your interest and led you to get started? Walk through the different stages of your progression at the hobby, and recognize how far you have come and how far you still want to go. ","Write down a plan for how you’d like to continue with this hobby, on a daily or occasional basis. What role will it play in your life to keep you feeling creative and curious?",Anxiety,Excitement,meaning,"Stressed, Frustrated, Worried, Lonely, Sad",Illuminated,,frustrated,inspired,,600,Yes,Alone
736,Roadmap Your Career,"Think back to the starting point in your career—whether it’s the first job you ever had, or the first role in your current career track. Remember and appreciate the details of how you got the job, and what piqued your interest in it. ","Walk through all of the stages in your career and roles you’ve had, taking moments to appreciate times you've shown perseverance where you’ve switched jobs or industries. ","Finish your journey by recalling how you started in your current job, and what about it interests you. Recognize how far you’ve have come in your career. ",Anxiety,Excitement,meaning,"Stressed, Frustrated, Worried, Lonely, Sad",Illuminated,,frustrated,inspired,,600,Yes,Alone
737,Trace a Friendship’s Journey,Think of a cherished friendship that you have that you’d like to appreciate more fully. ,"Recall how the two of you met, and walk through the different stages of your relationship together. How have you two grown? How has your friendship thrived, despite changes in your lives? ",Finish your journey by recognizing how far you’ve come as friends. Consider sending a letter or email to your friend to let them know a favorite memory that your reflection uncovered. ,Anxiety,Gratitude,meaning,"Stressed, Frustrated, Worried, Lonely, Sad",Attuned,,lonely,connected,,600,Yes,Alone
738,Plan for a Physical Journey,"Plan for a physical journey that you want to go on. This could be a local hike you’ve never done before, a new team sport, or a workout goal. ","Map out how you’re going to tackle this journey. What materials, time, and support might you need? ",Imagine yourself accomplishing this physical journey. Think of how you’ll feel once you complete it successfully. ,Anxiety,Contentment,creativity,"Stressed, Frustrated, Worried, Lonely, Sad",Illuminated,,stressed,motivated,,600,Yes,Alone
739,Trace your Life’s Journey,"Find a relaxing, quiet spot where you can reflect for at least five minutes. ","Once you’re feeling calm and settled, walk yourself through your life journey from a significant starting point until present. Some example starting points could be graduating from college, a big move to a new place, or the beginning (or end) of a relationship. ","As you reflect, acknowledge and appreciate the most important and surprising moments in your life’s journey. Be sure to notice hallmarks like guides, mentors, achievements, failures, obstacles, twists in fate, and unexpected positive outcomes.",Anxiety,Interest,meaning,"Stressed, Frustrated, Worried, Lonely, Sad",Illuminated,,worried,inspired,,600,Yes,Alone
740,Examine Others’ Expectations,"Find a relaxing, quiet spot where you can reflect for at least five minutes. Once you’re settled, think of a goal you have that you've always set your mind on achieving.","Take a closer look at what you’ve always wanted to achieve, and try to dig into how societal, familial, and cultural expectations have influenced your goal. For example, if your goal is to go to medical school even though you’re not passionate about becoming a doctor, understand that you may have this goal because of how society values doctors, or because of your family’s suggestion. ","Understand that conflicts between your goals and others’ expectations may always exist, and seek out a way to either resolve the conflict or find a compromise. Look to these new insights when planning for this goal in the future.",Anxiety,Interest,relationships,"Stressed, Frustrated, Worried, Lonely, Sad",Illuminated,,frustrated,accepting,,600,Yes,Alone
741,Reflect on an Outburst,"Find a relaxing, quiet spot where you can meditate or journal about your feelings.","Think about the last moment you had an unexpected outburst or argument. Understand why you burst out, and think about if you overreacted or if your emotions were understandable given the situation. ",Remember how it felt during—and after—the outburst. Who besides you was impacted by it? Consider how you might prevent or soothe similar outbursts in the future.,Shame,Compassion,emotions,"Stressed, Frustrated, Worried, Lonely, Sad",Attuned,,frustrated,forgiving,,180,Yes,Alone
